Address,Total Staked SYNR,Average Staked SYNR,SYNR Passes As SYNR Equivalent,Free Farms,Guaranteed Whitelists Turf,Guaranteed Whitelist Farms,Entry to Raffle for Guaranteed Whitelist Farm
0x07DFDf8c15cD738d0d85830127646FB6B2e4CadD,106813,106813,0,0,0,1,0
0x6C025d31aEA85942488c9a67E17138B6752b29f8,106591,106591,0,0,0,1,0
0x4d54D0F0b1C7CCB1064A67f4CF7286c93fEC3EfC,106016,106016,0,0,0,1,0
0xf4ae0351CEa126DE50B469Baf0f730F01204a804,105592,105592,0,0,0,1,0
0x5cE8598DC549184b539406FacC1a7538c497FAB3,105470,105470,0,0,0,1,0
0xFF997fA97519563738705B72fFB97Da25601e604,105092,105092,0,0,0,1,0
0x9CD1476aCEe37f12044835a955906d24c752c083,104999,104999,0,0,0,1,0
0x2c62d3AF03AAd08a11526505e7Fc593E1E537a3D,104629,104629,0,0,0,1,0
0x50864e33e28a68d7F60FF449a7b8F2BF6BA262d3,103237,103237,0,0,0,1,0
0x774A00c311597E965C82e927c5884Eb5b7b2c4e2,103120,103120,0,0,0,1,0
0xbaB7CebeD2d3CDD9Cb9F5972139e5715CCE79148,102355,102355,0,0,0,1,0
0xAe250038133696ACCcBf24B28D04DCdd9090D256,101779,101779,0,0,0,1,0
0xE20c70cfBf0Ba8586013848A1913C28f9159b5DF,101650,101650,0,0,0,1,0
0xaaB86239606e1755abDe3C0cCe833340b2A88c72,101389,101389,0,0,0,1,0
0xE15ffDeb737b32fbcC2F3EE3FbECeec4050aE0fd,101219,101219,0,0,0,1,0
0xe2443169f25b4a4DEE3A29F7326c1dDCeaFFCA63,101219,101219,0,0,0,1,0
0xd826Eef827d8ED7B566645EfF9E03b07386ef745,101000,101000,0,0,0,1,0
0xB5C6d75678927DdF54B2ea25B87bA5f3588B23cC,100379,100379,0,0,0,1,0
0x9156895F16869D636538187A8CE385C067C4EBAC,100274,100274,0,0,0,1,0
0xB6A37d4bbfEfd7162ED3e253301551eE43a08D41,100226,100226,0,0,0,1,0
0xd4CBD03244aba518dC4dB20f614902B5C19f079C,100103,100103,0,0,0,1,0
0x7854bf8950b82B4B90d9D3107a7db0788c6B9D0e,100050,100050,0,0,0,1,0
0xbF3bfD25E1e8ae2d73e425B2924d6D8091ed7c45,100031,100031,0,0,0,1,0
0x69bAb6810fa99475854bca0A3DD72aE6a0728ECE,100000,100000,0,0,0,1,0
0xA216208daB8AEbA66080129Db856F4A84F0f809a,100000,100000,0,0,0,1,0
0xbE95f030Fe39bdb9Ff8fC249Ac253785557060bd,100000,100000,0,0,0,1,0
0xA7d5d4e47a281Bf4048D4eC5fAe799afad3fBBE3,100000,100000,0,0,0,1,0
0x798F3034B3350C85b63332F4a4773A599307C63a,100000,100000,0,0,0,1,0
0xE4344B1Ce3d141F113d7f04e8DF4F2946DFCE4Af,100000,100000,0,0,0,1,0
0x036d78c5e87E0aA07Bf61815d1efFe10C9FD5275,99795,99795,0,0,0,1,0
0xb0315EAf0633eE4f8E3377e29327bA9782989CBf,99768,99768,0,0,0,1,0
0xf4521a2340E4288A6532e6B95718315eaA063Fc3,98376,98376,0,0,0,1,0
0xFBa82E46F49A4eAA41b0A3d2Bda9649b5e07bB6f,97676,97676,0,0,0,1,0
0x289709ae1e3827efd4736Cc6B7bcCFc973d6750e,96966,96966,0,0,0,1,0
0x25249DAa7bAd5C475C04a57085b656f5BcE91c24,96531,96531,0,0,0,1,0
0x9a30Be6D67e1E8dd86b9F4B3bf473a5CA4fCa0C8,95793,95793,0,0,0,1,0
0x70B7F955d4511172a26C2fc8F656506Fe6CAdeb1,95167,95167,0,0,0,1,0
0x41868152a143ECeAF87C05D8ae86FDc8Cb38De68,94236,94236,0,0,0,1,0
0x1BE030dA218Fdf827ce659D3c4093fdfe50b129D,94194,94194,0,0,0,1,0
0x2Be60116269517eD1ee8cE7CadDB874CE2110BD0,93455,93455,0,0,0,1,0
0xFa50067465f9b082c5ec0af0dd92280332ac4c2c,93028,93028,0,0,0,1,0
0x89477A4a956Ca1B7499CC032DF7Bc7bE3551A3DA,92852,92852,0,0,0,1,0
0x932545cfc65175F80d499c8CfbCcFA2C9214081F,92293,92293,0,0,0,1,0
0x5741779c5CeA0dcdaA1C8Dd8b9bCd1ba1ad56a38,91025,91025,0,0,0,1,0
0x7948cE471b0838F00BC9926b4625075fd702Be63,90999,90999,0,0,0,1,0
0x4088d02D9198FC9471f37ce1789E2c6c9658A9ce,90946,90946,0,0,0,1,0
0x4448E991D47C1d993A21eA4E0B8F037BD3222d83,90000,90000,0,0,0,1,0
0xd2061832A7B4286f0E8Fea090aACf66379dD8f91,89497,89497,0,0,0,1,0
0x6E1510ED41BA743344e9BA80646194351CCa0C7f,89000,89000,0,0,0,1,0
0x957A85E0F23a5C6E1Ca7c8e869fEfD01CC406E0D,88997,88997,0,0,0,1,0
0x3bAa2ABf45A8146EeA9Da9C4B0D1a58f22238525,88557,88557,0,0,0,1,0
0xe28d7E87b0dBda55B5560CB2fc3409CD7d4631DD,86869,86869,0,0,0,1,0
0xd9974e061286b892eB099d8677cB824a6aa3f6B8,86666,86666,0,0,0,1,0
0x1b0A1b00a08b4E9F285C6b43952200a25c4Ce298,86429,86429,0,0,0,1,0
0x7aF7Ae5C640E5D8A0B71f24d6081DD7152FB38cA,86266,86266,0,0,0,1,0
0xCDcab3e5f69F19ea34ED35EA0Ba776242b075353,85861,85861,0,0,0,1,0
0x26eF425B91Cc50168Ce65349CB6d35AAb4f1d912,85546,85546,0,0,0,1,0
0x53cEea0338f3Af74Dd305E526263090575Ee689B,85525,85525,0,0,0,1,0
0x2097A10a6f3965594c3d7f6fb18F2e19f9ab02f1,85409,85409,0,0,0,1,0
0x3629f62129f57CeD1dd5E3d0c268FE93670df5F4,85234,85234,0,0,0,1,0
0x25C2312FBA5289BAe256570eCd35C979E9eD4961,84802,84802,0,0,0,1,0
0x071Fe6456f926722b2731087395a5335612269fd,84188,84188,0,0,0,1,0
0x1C8ecAae2A81c553c8e16FEc35a261784745d46f,84042,84042,0,0,0,1,0
0x27eb98AE167AdD08Dae6bB535bBE3A21F3AA9Ff4,84021,84021,0,0,0,1,0
0x5a33cE0e4B32e592728DC10FD4C2E20d13A8F5dF,83542,83542,0,0,0,1,0
0x115F4A80b292861959c08d9c8eef9e399a7Bb1C3,83333,83333,0,0,0,1,0
0xe51B24Fa0DfCD87285f369E169C2eb903071D5a4,83068,83068,0,0,0,1,0
0xc0E4a8cD5AdfF8bBCC30c0177b3d81DcB66DCcBa,82984,82984,0,0,0,1,0
0x116f1787058A4c9e5c8A8Bd6E4D311EF3C99afDD,82755,82755,0,0,0,1,0
0xEc44b0c98e1d07e2B6e6c26523d1A8A6950290dA,82739,82739,0,0,0,1,0
0x1a9BE5270Fa956af075aAbeaCa971e034ae1E09b,81392,81392,0,0,0,1,0
0x521E6B622a198B91Ac27CD44Fd2264E48b3cF41D,81378,81378,0,0,0,1,0
0xcDd4afF32c042F33867294BE96e7013E69a34e0B,81168,81168,0,0,0,1,0
0xb45B4558cA5f657e8EDBB73d2CDE76A247fB67F5,81075,81075,0,0,0,1,0
0xf4c7db023BF4A3046C6b8fF10D40e8f7C0223c97,80114,80114,0,0,0,1,0
0x654333bc748Ed047aAaF3b8f167585d63982fB56,80000,80000,0,0,0,1,0
0x31489aAB07EaA252ce3bdDDf37DEDB93bD3bf1E4,80000,80000,0,0,0,1,0
0xE147f089D6232d34d25659A2e41Eb2B5C52aE643,79598,79598,0,0,0,1,0
0xBDAefE578294842fB433769c6b0D95130099e96e,78024,78024,0,0,0,1,0
0xdC8EEB01df612a0cCc74E8eed362129bC2186C8a,77769,77769,0,0,0,1,0
0xBE2eE7416674962a203454754b77496E8d5D1f80,77646,77646,0,0,0,1,0
0x18Fb3e8B2182C0cB5237C184D508d4Cc39645895,77555,77555,0,0,0,1,0
0x69ce3d2f13643a0296Bfe511D93838Bc821c296c,76537,76537,0,0,0,1,0
0x8114E78965B7F7e52E35b2CfbE33973a4eF320Cb,75726,75726,0,0,0,1,0
0xb6314005148f51d6B1340B7f021DB8679bd85596,75202,75202,0,0,0,1,0
0xC3419Ec2b8e5425d2301bF7ab1C13b94E7beC178,75185,75185,0,0,0,1,0
0x64eDc71B5A87134f3391906cE7e6624E32883C10,75084,75084,0,0,0,1,0
0x5Cd484Ba55fAf6DaBa94B9676da46d529b189F89,75003,75003,0,0,0,1,0
0xaB6Bb077306a3e905E84329996902e0C7ef4a721,75000,75000,0,0,0,1,0
0xB2312d8CA88cc3093e4403D5f899F1FE657F8C81,75000,75000,0,0,0,1,0
0xdDD8cbdBF508a7aaE565026D607097A282916362,74256,74256,0,0,0,1,0
0x1C9355ca26Ca4D3a6bc9c92ACcb5EB5e100D3b4a,72973,72973,0,0,0,1,0
0x304610AF5e7b105C28C8aa8A72235c1F86F657a1,72873,72873,0,0,0,1,0
0xca67848F4C7AaB216Cc1c6812517bFea04F969bb,72833,72833,0,0,0,1,0
0xa3b08cAa3bDDF3b28F847643d20BbF654cC2108d,72671,72671,0,0,0,1,0
0x3D42De563536d9A07b3450FA42DD4971441F3Bf6,71044,71044,0,0,0,1,0
0x7080320bED0ca0d46585aA8A81bA66880650B720,71020,71020,0,0,0,1,0
0xf1cF42Ae7B29A82D3A7a3555E9792Dc92128b2D1,71002,71002,0,0,0,1,0
0x12F05ae04F72638e7A1B5D43980D9Ac8448BC708,70847,70847,0,0,0,1,0
0x87ed1D1aA7B7E52Db862F85f585E0d233529D4E8,70050,70050,0,0,0,1,0
0x281AaB18eF99FD5Bf063D18237bDbe6Fb8f940DB,70000,70000,0,0,0,1,0
0x2E2711364aa3213Add495af74Ac01D2D72Ecf86c,69995,69995,0,0,0,1,0
0x0C84069d2631c468a74f6de76d4699752E6AECF6,69792,69792,0,0,0,1,0
0x05d03d54772eF6420C56a680A5F5b3DEab6F5997,69665,69665,0,0,0,1,0
0x5D53E83A64f9d4B30024e40794fB7Ca9034ccDf5,68814,68814,0,0,0,1,0
0x71a8659f83052bb43dF12250214e78EB70f00988,68456,68456,0,0,0,1,0
0xAEb98056f45011AF90e0DC650c9FD03fB11E5ACc,68414,68414,0,0,0,1,0
0xe299E8968612255372D5E6C3a1ff251350fF2F36,68400,68400,0,0,0,1,0
0x72Dc1688a50d794bdc1fCEB3282aBf9bED228122,68302,68302,0,0,0,1,0
0x37C071f2E260F5A2957d1a55A3941cD3591683aD,68047,68047,0,0,0,1,0
0x110260B429c71170305187425Ef3711D92858CAa,67918,67918,0,0,0,1,0
0xEF0bde602d28e5418C22Cb1f5391d114E01d7852,67507,67507,0,0,0,1,0
0x8dC24f29bB67BAd92A90dFB7aB58c702B4Bd73f1,67148,67148,0,0,0,1,0
0x563153823D702516F92fc24edD9358D6973f60F9,66496,66496,0,0,0,1,0
0x722F05Bde76314A069422C1d245a97dFBc94a551,65878,65878,0,0,0,1,0
0x79BF8bBaC596794f1489e94bF4C15Fbf51EA70B5,65327,65327,0,0,0,1,0
0xcC5474aD7Cbe72DCa247d5f6557cE770791DBa7C,65302,65302,0,0,0,1,0
0x8ccB4FeE9938B91D3f723D66e71948ee08cdD0cD,65236,65236,0,0,0,1,0
0x3b86BFCBFF200b32aA5178A5A4ecE0696b190610,65205,65205,0,0,0,1,0
0x2292B2b53fA976b2d68159fAA97987606AAf1F38,64871,64871,0,0,0,1,0
0xCd0ab4D27A47a2607283d25F503a3Ec5109be58E,64482,64482,0,0,0,1,0
0x8B82c9e190B3358f4b5DBB015b405dfd8241Ef60,64383,64383,0,0,0,1,0
0xfEb8C6bD193BdE0D9fdeE55c5Da695B8c2cF03AE,63874,63874,0,0,0,1,0
0x6f07c28f2A717CB2Bd5012D054296A3f753B89Ff,63732,63732,0,0,0,1,0
0x34D162Eeca8e1602F53DeAa0Eb763a3FdA0ff2d9,63281,63281,0,0,0,1,0
0x67a29c6385878d0C660eF37c9D435A570Bd1368B,63144,63144,0,0,0,1,0
0x7090E61E52A0210288a2866209f450D9e13338Cf,63136,63136,0,0,0,1,0
0x3fcE8c9386bE7A8200aCAdccF7Ae06551EEA71a4,63000,63000,0,0,0,1,0
0xEd31220aB3Bedc4Ff7e75acd0236A5e494FfE3dD,62849,62849,0,0,0,1,0
0xCd09605e3F5EE95FcF0d58F5Aa9AAB65cF7F47DB,62655,62655,0,0,0,1,0
0xE8C348504C3080C3934818DC29529aD3C184e0DF,62085,62085,0,0,0,1,0
0x0cf6CC4126a46a977451844f49dfABbD344Ca329,61834,61834,0,0,0,1,0
0xabE819b36D1694F529d8D996b563Ba78a714B4b1,61822,61822,0,0,0,1,0
0x9eD45afD5E26f88dFAd74aA9BBfdd8D4E9fbC56D,61670,61670,0,0,0,1,0
0x1f5Be9B215D91cB9dF6aa971f546d1eA5551097d,61518,61518,0,0,0,1,0
0x381712d37b333164aEe06f26293a45339359c140,61443,61443,0,0,0,1,0
0xCFccb0919465A90950A3A4744bAE4d9914f74f6f,61427,61427,0,0,0,1,0
0xB0D23ef3f03d75aeD9aF8eB969942F1dd475B08b,60913,60913,0,0,0,1,0
0x98A7926FbE6CEEb21239fd6B50dCC9c1bA27042E,60798,60798,0,0,0,1,0
0xf027828a6D9A0618A2f419AB71Db39cf2295f027,60770,60770,0,0,0,1,0
0x78eE7327457EDFa8A1D9f067db64E755EAeEDe6E,60627,60627,0,0,0,1,0
0x6c359633afeB00c90765850823BcD820D160D3e3,60620,60620,0,0,0,1,0
0x584A80EC43D06C6F6a09bc3C438EeeFBC75E8571,60411,60411,0,0,0,1,0
0xA25B378f7fE2d0A36Ebc84B575B34C579a430560,60300,60300,0,0,0,1,0
0xF88654ECf70f128cBaA9B44Ca24a52bDA9ac771A,60216,60216,0,0,0,1,0
0x98d20E5E3135165EF3C001309656D685ac29B402,60181,60181,0,0,0,1,0
0x11bD7ec08f4eadAbb7E74001D399F15CacFc99b6,60171,60171,0,0,0,1,0
0xB2dcA5F68F267deB0e9f07461F910DE2EBb7Db25,60018,60018,0,0,0,1,0
0x663470f3E3F964846fcf336edc2B14e9D7113fFA,60000,60000,0,0,0,1,0
0xD6a19B9C8Ae7CC06687Df5C3b8b024D1b52E7FD1,59994,59994,0,0,0,1,0
0x0aBe971cCD8f170E4e2b8A7543dbD2fd07a39cfA,59354,59354,0,0,0,1,0
0xA1046a07E2b6C70F7fCd7c4b3Fe93b961d3f9ea6,59152,59152,0,0,0,1,0
0x2549771fbf0B1cEbdF1C8E377bBaD744e0785c05,58776,58776,0,0,0,1,0
0x2fb152f5dA613D6c8716C81c0E1f5e0bA31f1E1d,58470,58470,0,0,0,1,0
0xB101c22236502346dacBf8c8340556FC3Ee632Bd,58360,58360,0,0,0,1,0
0xdc6adDF985F6Aa3022e387680E5c928466BD6579,58318,58318,0,0,0,1,0
0x1e2bb687F4865a55373650D917f12c0Ac83FA8ce,57823,57823,0,0,0,1,0
0xad4cb424fF8E61fcED1b56eacA3fA333DB9176c7,57702,57702,0,0,0,1,0
0x481fe41d8e0A668D50f3e35e67bd1c31a4015F1A,57174,57174,0,0,0,1,0
0x3D8b70F14f88b06D9c68e8d2FD37e212C86E268D,57012,57012,0,0,0,1,0
0x4cb9C1F7ef1fb801F8e97E853C9b8bc428460730,56974,56974,0,0,0,1,0
0x94875ecca07321A47911A96d6c22A867Fc912099,56929,56929,0,0,0,1,0
0x7dCd8A3E7a8634E0B2b762b80DBF87f84CD6cf43,56896,56896,0,0,0,1,0
0xfD0C6A105bD7674e9Ba5e4Ce2aB6F13C975738cB,56609,56609,0,0,0,1,0
0x9EA0d8B69B2Ba90975CC6d59A92D69D55C7eDB5F,56551,56551,0,0,0,1,0
0xdcc250C1FBca6f3AD9B144D261a87fE294DF2730,56383,56383,0,0,0,1,0
0xeC976D3b2088a947cAe3cf58B442FA6C3b149BD7,56327,56327,0,0,0,1,0
0x2beed6BbE9B466477C495e24cfD0302C7eC7a00e,56231,56231,0,0,0,1,0
0xF17A9ef9d285f716b85bcc13cf3eDa0d5a8050Dc,56106,56106,0,0,0,1,0
0xE142697Eb7cD400882dFd1CC759A3b370dbCE867,56104,56104,0,0,0,1,0
0xDc1E5E4b8adAcB60Dc1726A66885cb3343eb654d,56034,56034,0,0,0,1,0
0x5078e197d78700A9FD5Ba43E1750bdEEfF5439D0,56000,56000,0,0,0,1,0
0x765Aacb083D7BD1a72D90cDB93F1AEba576D6Ad8,56000,56000,0,0,0,1,0
0x325C81d72408C42b96D5A6Ed038ea32603B9c6b3,56000,56000,0,0,0,1,0
0x99CFE46a7CB63e225d7670579F1f80cE4140e49b,55754,55754,0,0,0,1,0
0x50Dc0Cd59deC1e75A5b26660Fb07e0818B203DD6,55650,55650,0,0,0,1,0
0x99190b5cDc65599cAb5Ef5D82f97763d82Dd7FeC,55105,55105,0,0,0,1,0
0xEEdEa154fCD3fEBA6f0BE12400be48df0F32EF30,55000,55000,0,0,0,1,0
0x496e6A615B464089b4726Ea6E1F4cBFb924946B2,55000,55000,0,0,0,1,0
0x971d45DBbB4ef4f32622B1C3E07FA640e38B21e4,54982,54982,0,0,0,1,0
0xee76e16bCBdF2026343C68225d02E9ECAfc8CF62,54617,54617,0,0,0,1,0
0x0FFDA7f6250A41e50f2FCF5DbbB5865F91f9d992,54574,54574,0,0,0,1,0
0x2014fa922B2e5A94e91e2Ca1B5E5dA736f5fb155,53608,53608,0,0,0,1,0
0x74102BC480A41681e66add3Ec9378ae6F3A79652,53590,53590,0,0,0,1,0
0xaF6B011E71FA58e04fa0e5473aD8031F1ac2A43e,53021,53021,0,0,0,1,0
0x750D8C84cE9FD52677e49710b93057F0fD6f29Cd,53000,53000,0,0,0,1,0
0x73FD9008F412f77301A4539fF86ed0608EEf07B8,53000,53000,0,0,0,1,0
0x8F564a2D058171a20CbFBd48EFEe785c77F4Cea9,52916,52916,0,0,0,1,0
0xaD222746738C293061E5C95a00b7B979CD3703b0,52610,52610,0,0,0,1,0
0x6c877fFf366532D828018e77498AaAAd71464724,52597,52597,0,0,0,1,0
0x4342aB85ba53A70170761e7a8a1F8c2Fd1209fe5,52448,52448,0,0,0,1,0
0x2858517DB894F2378479244d0b1d5aC51dC16c41,52055,52055,0,0,0,1,0
0x73F9F33dC47885D856596Cd247B58AD92bc3a4C1,52035,52035,0,0,0,1,0
0xa2B7829107974dbBb239147268C74Efb297534d7,52000,52000,0,0,0,1,0
0x41ecC34B6C3BfeF64eccEA886eF722e02F0734FB,51991,51991,0,0,0,1,0
0x3aBF966fFBF54E920AD51EE382126C82325E8861,51873,51873,0,0,0,1,0
0x07eCbEe763baDd71B62EA54f2F2b20043c607879,51844,51844,0,0,0,1,0
0x033f29B41D74E548967B9eA9bAa004DA704161fb,51839,51839,0,0,0,1,0
0xedCD8F695eEf2BFBDa6b60d7BB520150FaAdc4B8,51689,51689,0,0,0,1,0
0x1cdA720e9E10510D6214CB83a72a9A608b558C86,51391,51391,0,0,0,1,0
0x5AAc6F7ed401C1015C35D8a69A42b186ab400d1B,51356,51356,0,0,0,1,0
0x938D0DaE19E40F78F06cC17ade7cF9Bf3D7d898E,51297,51297,0,0,0,1,0
0x1703dE882abFd5f3a51A6a3dedD0145e09317eBa,51086,51086,0,0,0,1,0
0x347F2949893f1338e66D01fAa9552b89135caB8b,51000,51000,0,0,0,1,0
0xbC0681950b2A39Da8AA5B04E072f280FD7fa745F,51000,51000,0,0,0,1,0
0xBBE6c1cEf51F1393933517988b0fdf968C6D8f72,50935,50935,0,0,0,1,0
0x06Df3F02E84F7034CF70f52cdf5Cdc0Ab02F6Fea,50830,50830,0,0,0,1,0
0x93318cD9c627A7384b1151CE52f9234D02f693B3,50759,50759,0,0,0,1,0
0x678eaeb28515460a42b55176B095E7ff85721f2A,50719,50719,0,0,0,1,0
0x10F97E62aE2B7be0fF2ce8e09D05688734f2eB41,50710,50710,0,0,0,1,0
0xE3abc2667B1B8C6EC98767F89D54D4fa7aa69DE0,50684,50684,0,0,0,1,0
0xC9DC2b2C152229f953FDcc65F157dfce38cd2475,50675,50675,0,0,0,1,0
0x8188DFC7738aC7bFB2fF61e3b57F6749231a1114,50645,50645,0,0,0,1,0
0x6B05Fd00FbEce4651a232a92e472409Ae0B8B680,50561,50561,0,0,0,1,0
0x25d6494B582eB95a7101Ff43Cf4fD93C939aD7D5,50515,50515,0,0,0,1,0
0x7D1FFa24B4D954C2c940E22A9915023125F00808,50430,50430,0,0,0,1,0
0x1DA4400316275C34f7d4Ff5448afA461AB386650,50352,50352,0,0,0,1,0
0xd528B30593e987a696606493D42D6e8dEd0c4Ca9,50050,50050,0,0,0,1,0
0x1C0F662C6c2F7FB6EDb4860c0e446dE1783D3713,50039,50039,0,0,0,1,0
0xc4E9f5a4A3C9c936DB88cb5bfE5e6Ea5ded1E5bb,50035,50035,0,0,0,1,0
0x84886E2cE1051e5d33A5C0Ae6Dceb9EF96549e8B,50023,50023,0,0,0,1,0
0x3f32931a3ac0f9110372857A268964228FBFB59D,50013,50013,0,0,0,1,0
0xcaAA82aE25A696CDc7fA4da3240084f3Ceb83F4b,50003,50003,0,0,0,1,0
0x4059E94F431b2C48373c3CF962b257b7A4b1dc63,50000,50000,0,0,0,1,0
0xAA3aa84742B80d0F69c7cD9a9B93b3B26622eC98,50000,50000,0,0,0,1,0
0xB7B050D72351E97868De39F3BF3775B476215D94,50000,50000,0,0,0,1,0
0x08c9E10c39d21a98722baD2b2b03a3C78524754B,50000,50000,0,0,0,1,0
0xBFa0556Cc0A20D2A8BAd9ED17729266376a90181,50000,50000,0,0,0,1,0
0xEeBE2c7971c6131281a6a0817cb98A92040122B8,50000,50000,0,0,0,1,0
0x65FEB64175f34bC700D99A04213a056E6561d69A,50000,50000,0,0,0,1,0
0xA5A582c66CfE6c939715Ff49A4a892325809404F,50000,50000,0,0,0,1,0
0xb740978518388Cdc52703E9c310De84f3f09E1c7,50000,50000,0,0,0,1,0
0x6beEF2B2fE00FDDCa12A8CDA2D4B00435b0ba3b6,49761,49761,0,0,0,0,1
0x4fB69E3B515190310Ac6225e3772CDF0096C160e,49740,49740,0,0,0,0,1
0x4780b518E5e90F773CDa361654FD849BbD97248d,49691,49691,0,0,0,0,1
0x9985D7F476f2891b238Cd34EF05eEbDFc1541c9c,49627,49627,0,0,0,0,1
0xC5b2075abe32c980F159Fb08e9629E2c85C9a41d,49251,49251,0,0,0,0,1
0x5CE11628f8B777EA648Bf1cd5735C82ee7c7CED3,49097,49097,0,0,0,0,1
0x503320B34005299BE0A0661c435c72e0203FB623,48494,48494,0,0,0,0,1
0x8C6e116cceC6a5e36C53Ab8337B0D79b72F27dd0,48146,48146,0,0,0,0,1
0x769243cc4336AE7F1FEd908E19dbb1e884598000,48000,48000,0,0,0,0,1
0x8B6afe8c892E5b8fBF5b2A18a4AAcD29e6DCBEC8,48000,48000,0,0,0,0,1
0x138F5CcF242f9276d3E002712014d41b48e6068E,47937,47937,0,0,0,0,1
0x43076f49698Fce5e5665168a5F01d89165A8db41,47707,47707,0,0,0,0,1
0xbA96896F1971839AB260B3c9053F1caCb8e55039,47506,47506,0,0,0,0,1
0x53BEaDfE0ccAD3a0Dc2C356713dD80d7422cDB97,47379,47379,0,0,0,0,1
0x6cd7b2500DcE84Bdf4A22e3F5FC9041026e52112,47185,47185,0,0,0,0,1
0x9bF2d4C8e30e4288eEdE1E781fa91e443FeF2350,47000,47000,0,0,0,0,1
0xB180B0879e05aba3D2792379Ad0cCb1Aa58676b3,46605,46605,0,0,0,0,1
0x6014Aa7cb63805b059938f7858793dc0E08DE3Cc,46176,46176,0,0,0,0,1
0xBdf869abeCbf874846136EA4Bec72D27252001F8,45963,45963,0,0,0,0,1
0x5c62917089E8Dc6484679F75b4CF7c589Fb25732,45774,45774,0,0,0,0,1
0x662f3F39Fedb7c57C2Fa855E6Bd234BE52595728,45675,45675,0,0,0,0,1
0xC746aFeAFb8767661E904B3a308E0F2535F8CC5E,45571,45571,0,0,0,0,1
0xa380D05dDD16f2A8fB67CAc535FE0B2E400f0133,45517,45517,0,0,0,0,1
0xA9bb59a50b90F064012B253B3c0A414536F55c61,45238,45238,0,0,0,0,1
0x6D25322Df1FfA4681aa387269B54d02f7dd8fA7B,45037,45037,0,0,0,0,1
0xFc442A70f8f4e3d436f1cf8D666d29AA02c3594B,45000,45000,0,0,0,0,1
0x00667306d1d0D2027a0e6b0AFa9f8EF0F350CeB6,44903,44903,0,0,0,0,1
0xDFabdb4fAfA79552366a748f935daea188d2C5f3,44680,44680,0,0,0,0,1
0x3Ca267101B36BB0e5770Ccc8296ccb2b04Bab19C,44231,44231,0,0,0,0,1
0xe8Ba94BB7830159020362DA0Ce7fc3543Cf5d75d,43795,43795,0,0,0,0,1
0x016be53DDAF36F6123B9F2D15f1Ba3E372970b49,43708,43708,0,0,0,0,1
0x5e7c28011927791857924379c79D64f41C21f1DE,43559,43559,0,0,0,0,1
0x9543746e414926D1695eC001BC7B76277895490f,43548,43548,0,0,0,0,1
0x6179120f05057BdEE9831b6B6c21D7E02aD099D9,43499,43499,0,0,0,0,1
0x6e70bcEB2429d7f64CAbf6Fc4B5b9ced96Dcd5EC,43165,43165,0,0,0,0,1
0x1d5Fd2Fc0Abfd4F77CE9133aD203dC31263d36c9,43076,43076,0,0,0,0,1
0xf529dfd49560Fd62b068401A99bDb52dB5a582FF,43032,43032,0,0,0,0,1
0x9ceEFF7129103977fc335aDf66314eD875C5Ad99,42911,42911,0,0,0,0,1
0x0d361A88eB6eC69fcf26b5e38776e917d8E8A9C2,42889,42889,0,0,0,0,1
0x65b09259baB7fd99A36977e8481a7D77B45674a0,42645,42645,0,0,0,0,1
0x9878F2cAeE61616F5E8D2489c466B599E521D0E3,42311,42311,0,0,0,0,1
0xe7c3De9aaE169221075f8f5ffA7E583f185376d8,42270,42270,0,0,0,0,1
0x2df85D98Ec94b63c14d1E23Bd12a7949Fe67aF9e,42000,42000,0,0,0,0,1
0x43D24E4d442eEBB1936EB5DbE2abB4A9Cd68F861,42000,42000,0,0,0,0,1
0xC9FB6447E5741804BE6862C629e75972A48DbEEF,41998,41998,0,0,0,0,1
0x832191eE86b22eecB4785AF9BE164190f13Dd491,41945,41945,0,0,0,0,1
0x606564F17023A4dFF3529ed54D11fCB15170Ef61,41500,41500,0,0,0,0,1
0xd2CEFB62A8319178fb63904679De66df3C09FC0A,41244,41244,0,0,0,0,1
0x41d23D1d53aECcaEBbE27093884BC07061581C10,41230,41230,0,0,0,0,1
0x6DC6c778160E8115C0eB24Ea1348148816d44B50,41141,41141,0,0,0,0,1
0x14E342acF3D3B3e42C470faD5B5759BCf9c9a604,41000,41000,0,0,0,0,1
0xfc978B6A904FdFe4e58dC22E88F9AEd9B45884E3,40791,40791,0,0,0,0,1
0x09F2C34a94a6A852d31D86D846829fa2271AdA7c,40640,40640,0,0,0,0,1
0x8cb2ca469526868803Dec461bCE7909766e63873,40587,40587,0,0,0,0,1
0xcaA758166f9A570FF6Cc9BF74e67A0dcb4c2B4FF,40486,40486,0,0,0,0,1
0x3E0d3071DA4Fc3139E11cb92a49460748712051a,40287,40287,0,0,0,0,1
0xac5E9c6A5d854d8275742ffBDA3AfA428892077E,40200,40200,0,0,0,0,1
0x3d558813C19c215f21A4a5C92A8eeE2b246412c8,40164,40164,0,0,0,0,1
0xb2FB1cE6F65cEd74266b47dE73c4315ee066Ba10,40125,40125,0,0,0,0,1
0xe10d906C249121f7b49a89B837d000868132E755,40081,40081,0,0,0,0,1
0xE6e1B74efeC66cd0cEedBAb724F9d2F72cC53a4f,40000,40000,0,0,0,0,1
0xc402313bc72947CeE31731961E376b8b16803b87,40000,40000,0,0,0,0,1
0xC6546b41D6b3d90292C22335AF5BD7B80F9814Bd,39996,39996,0,0,0,0,1
